FieldsheetNo,Context,Mesosquare,Date,Time,Compiled by,TotalTime,Visibility,SlopeGradient,Aspect,Vegetation,LandUse,Topography,SoilTypes,SurfaceCondition,Member1,Member2,Member3,Member4,Member1count,Member2count,Member3count,Member4count,TotalCount,FieldPhoto,FieldPhotoDate,FieldPhotoTakenBy,FieldPhotoTakenFrom,FieldPhotoComments,AdditionalPhoto1,AdditionalPhoto1Date,AdditionalPhoto1TakenBy,AdditionalPhoto1TakenFrom,AdditionalPhoto1Comments,AdditionalPhoto2,AdditionalPhoto2Date,AdditionalPhoto2TakenBy,AdditionalPhoto2TakenFrom,AdditionalPhoto2Comments,Feature1photo,Feature1Type,Feature1GPS,Feature1Notes,Feature1Finds,Feature1Previouslyexcavated,Feature2Photo,Feature2Type,Feature2GPS,Feature2Notes,Feature2Finds,Feature2PreviouslyExcavated,Feature3Photo,Feature3Type,Feature3GPS,Feature3Finds,Feature3Notes,Feature3PreviouslyExcavated,Feature4Photo,Feature4Type,Feature4GPS,Feature4Notes,Feature4Finds,Feature4PreviouslyExcavated,Notes,Feature5Photo,Feature5Type,Feature5GPS,Feature5Notes,Feature5Finds,Feature5PreviouslyExcavated,Feuture6Photo,Feuture6Type,Feature6GPS,Feature6Notes,Feature6Finds,Feature6PreviouslyExcavated,Feature7Photo,Feature7Type,Feature7GPS,Feature7Notes,Feature7Finds#,Feature7PreviouslyExcavated,Feature8Photo,Feature8Type,Feature8GPS,Feature8Notes,Feature8Finds,Feature8PreviouslyExcavated,AdditionalPhoto3,AdditionalPhoto3Date,AdditionalPhoto3TakenBy,AdditionalPhoto3TakenFrom,AdditionalPhoto3Comments,AdditionalPhoto4,AdditionalPhoto4Date,AdditionalPhoto4TakenBy,AdditionalPhoto4TakenFrom,AdditionalPhoto4Comments,Additionalphotograph1comment,Additionalphotograph2comment,Additionalphotograph3comment,Additionalphotograph4comment,Additionalphotograph5comment,Additionalphotograph6comment,Additionalphotograph7comment,Additionalphotograph8comment,Additionalphotograph9comment,Additionalphotograph10comment
43,181,E2.4,08-07-2014,07:10:00,AB,20,2550,(2-20%),NE,"Cereals
Maquis
Olive",,Hill Slope,"Gravel
Sand",,AR,DK,RB,SC,19,8,21,22,70,T14.181.4,08-07-2014,AB,NW,,,,,,,,,,,,,,"37.738751
24.054156
54.480572
5
9
0.009468",,,,,,,Abundance of grinding stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,181,E2.2,08-07-2014,08:10:00,AB,20,25,(2-20%),NE,"Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,ID,MH,CL,KT,24,22,54,22,122,T14.181.2,08-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,182,E1.3,08-07-2014,09:15:00,AB,20,25,(2-20%),NE,"Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,CL,ID,MH,KT,18,12,31,30,91,T14.182.3,08-07-2014,AB,NW,,,,,,,,,,,,,,"37.739223
24.053912
71.990372
5
10
0.008586",rubble heap 1, CL,,,,,"37.739171
24.053983
62.031845
10
17
0.001829",rubble heap 2, CL,,,,,,,3 terrace walls running from NW to SE from the north section of 182.3 into the south section of 182.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,182,E1.4,08-07-2014,09:30:00,AB,20,25,(2-20%),NE,"Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,ID,MH,KT,CL,13,13,13,14,53,T14.182.4,08-07-2014,AB,NW,,,,,,,,,,,,,,,Rubble heap 181.4-2,,,,,"37.739124
24.054412
69.925865
5
9
0.083952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,182,E1.2,08-07-2014,11:00:00,AB,20,2550,(2-20%),NE,"Maquis
Cereals
Olive",Wasteland,,"Sand
Gravel",,KT,CL,ID,MH,101,109,64,40,314,T14.182.2,08-07-2014,AB,SE,,,,,,,,,,,,,,"37.739287
24.054445
74.613113
5
10
0.009328",rubble heap in 182.2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,182,E1.1,08-07-2014,11:40:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,MH,KT,CL,ID,99,88,122,100,409,T14.182.1,08-07-2014,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,183,D1.4,08-07-2014,12:30:00,AB,20,2550,(2-20%),NE,"Cereals
Maquis
Olive",Wasteland,Hill Slope,"Sand
Gravel",Dry,KT,CL,ID,MH,110,75,65,72,322,,,,NE,,,,,,,,,,,,,,"37.739296
24.053728
51.615898
5
10
0.009401",Rubble heap CL,,,,,"37.739127
24.053723
46.685780
5
10
0.016495",MH,,,,,"37.739297
24.053628
41.159279
10
18
0.012596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,183,D1.1,09-07-2014,08:35:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel",Dry,SC,KT,AR,MH,19,59,4,68,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bushes cause low visibility ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,183,D1.2,09-07-2014,06:35:00,AB,20,25,(2-20%),NE,Olive,,,,,CL,MKO,SD,MB,126,20,29,14,189,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bushes cause low visibility, especially for MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,183,D1.3,09-07-2014,06:35:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,IvD,WT,MK,DK,12,44,52,28,136,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,184,C1.1,09-07-2014,07:25:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,WT,AR,IvD,MKO,8,9,13,4,34,,,,NE,,,,,,,,,,,,,,"37.739516
24.053488
61.084793
5
10
0.009968",c1.1.2 rubble heap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,184,C1.2,09-07-2014,07:25:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand",Dry,CL,SC,MB,DK,22,11,16,28,77,,,,NW,,,,,,,,,,,,,,"37.739533
24.053623
58.957260
5
10
0.009718",c1.2.1 rubble heap, many Ashlar-like rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,184,C1.3,09-07-2014,07:25:00,AB,20,2550,(2-20%),NE,"Cereals
Maquis
Olive",,Hill Slope,"Sand
Gravel",Dry,MK,KT,MH,SD,32,40,65,14,151,,,,,,,,,,,,,,,,,,"37.739250
24.052888
47.683655
5
10
0.011184",Two limestone slabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,184,c1.4,10-07-2014,06:40:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel",Dry,MB,DK,SD,WT,16,5,5,27,53,,,AB,SE,,,,,NW,tower,,,,W,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,186,D2.3,10-07-2014,07:20:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,DK,SD,WT,MB,14,8,11,7,40,,,,,,,,,,,,,,,,,,"37.738835
24.053519
53.170441
10
18
0.012505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,185,C2.1,10-07-2014,07:10:00,AB,20,2550,(2-20%),NE,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel",Dry,SdS,MKO,MK,DvA,48,6,50,67,171,,,,NE,,,,,,,,,,,,,,,borders on B1.4-4 where the so called industrial quarter starts, a wall runs straight into the C2 macrosquare marker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,185,C2.2,10-07-2014,07:10:00,AB,20,2550,(2-20%),NE,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel",Dry,SC,KT,CL,IvD,6,7,34,17,64,,,,SW,,,,,,,,,,,,,,"37.738936
24.053340
52.442097
5
10
0.012118",on tower,,,,,,tower from sw,,,,,,,,,,,,,,,Large bush covered most of IvD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,185,C2.3,10-07-2014,07:40:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,MK,DvA,SC,MKO,89,90,35,22,236,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,185,C2.4,10-07-2014,07:40:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,CL,IvD,SdS,KT,37,54,77,71,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,186,D2.1,10-07-2014,08:00:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,WT,MB,DK,SD,11,16,26,10,63,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,186,D2.2,10-07-2014,08:00:00,AB,20,2550,(2-20%),NE,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Gravel
Sand",Dry,SC,IvD,MKO,KT,25,10,3,18,56,,,,NE,,,,,,,,,,,,,,"37.738926
24.053716
50.780746
5
10
0.009423",mine shaft in the center of D2.2 with dumps around,,,,,,,,,,,,,,,,,,,,,large bush SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,186,D2.4,10-07-2014,08:25:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Plain,"Sand
Gravel",Dry,CL,SdS,MK,DvA,15,11,10,21,57,,,,SW,,,,,,,,,,,,,,"37.738664
24.053657
39.861755
10
17
0.010691",D2.4-3,,Yes,,,"37.738767
24.053679
47.382580
5
10
0.005991",dump from mine shaft in D2.2, located in D2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,187,B2.1,11-07-2014,06:40:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,IvD,KT,WT,MK,8,19,8,3,38,,,,SE,,,,,,,,,,,,,,"37.739099
24.052318
44.142097
5
10
0.005557",structure just below industrial road in KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,187,B2.2,11-07-2014,06:40:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,CL,SdS,SD,DK,55,57,3,20,135,,,AB,SW,,,,,,,,,,,,,,,corner of industrial ,,,,,,,,,,,,,,,,,,,,,"CL large bush in square, partly also KT and DK

whole macro square high dry grass, very low visibility ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,187,B2.3,11-07-2014,06:40:00,AB,20,25,(0-2%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,MB,AR,DvA,SC,2,0,2,10,14,,11-07-2014,AB,NW,,,,,,,,,,,,,,"37.738896
24.052336
45.609478
10
17
0.009982",,,,,,,,,,,,,,,,,,,,,,"dva very low visibility due to large bush

dead goat ne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,187,B2.4,11-07-2014,07:30:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,DvA,SdS,SC,AR,3,26,6,19,54,,,,E,,,,,,,,,,,,,,,wall running until the C3 marker from NW, photo taken from SW,,,,,,same wall, photo from SE,,,,,,,S,,,,"37.738521
24.052803
53.305817
30
57
0.002172",cistern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,188,B3.2,11-07-2014,07:50:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,KT,CL ,DK,IvD,7,6,56,8,77,,,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,188,B3.4,11-07-2014,07:50:00,AB,20,25,(0-2%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel",Dry,WT,SD,MB,MK,21,21,22,16,80,,,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad visibility due to grass and bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,188,B3.1,11-07-2014,08:40:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,CL,KT,IvD,DK,2,18,5,53,78,,,,,,,,,,,,,,,,,,"37.738510
24.052132
21.010387
5
10
0.021663",CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,188,B3.3,11-07-2014,08:40:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,SD,WT,MK,MB,46,27,104,16,193,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middle of the mesosquare is quite inaccessible due to rocks, bushes and trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,189,B4.1,11-07-2014,09:35:00,AB,20,25,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand
Bedrock",Dry,MK,KT,IvD,SD,25,12,41,15,93,,,,NE,,,,,,,,,,,,,,"37.738043
24.052232
25.348114
10
18
0.011221",cistern, IvD,,,,,"37.738105
24.052359
37.893574
5
10
0.007907",washery? SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,189,B4.2,11-07-2014,09:35:00,AB,20,25,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand
Bedrock",Dry,WT,MB,CL,DK,11,6,10,7,34,,,,SW,,,,,,,,,,,,,,"37.738124
24.052463
40.831764
5
10
0.009138",CL DK,,,,,,,,,,,"37.738115
24.052433
34.747314
5
10
0.011126",,rubble heap next to cistern CL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,190,A3.1,12-07-2014,06:25:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Plateau,"Sand
Gravel
Bedrock",Dry,CL,ID,MB,DvA,24,52,5,21,102,,,,NE,,,,,,,,,,,,,,"37.738588
24.051687
26.187027
5
9
0.010898",possible wall running SE between ID and CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,190,A3.2,12-07-2014,06:25:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,AR,WT,DK,IvD,35,3,15,1,54,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,190,A3.4,12-07-2014,06:25:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdS,MKO,SC,MK,1,4,1,43,49,,,,NW,,,,,SW,large bush in middle of macro square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Large bushes, especially one in the middle of the macro square (hindering DvA, DK,SdS a lot). Tall grass?lowering visibility as well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,190,A3.3,12-07-2014,07:05:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MB,DvA,MK,SC,63,119,11,34,227,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"marble slabs

bushes SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,191,A2.3,12-07-2014,07:21:00,AB,20,25,(2-20%),SE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,DK,MKO,CL,ID,36,13,51,71,171,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,191,A2.4,12-07-2014,07:21:00,AB,20,25,(2-20%),SE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdS,IvD,AR,WT,67,8,35,16,126,,,,NW,,,,,,,,,,,,,,"37.738677
24.051968
41.870022
5
9
0.003181",cuttings?,,,,,"37.738606
24.051823
39.198055
5
9
0.002833",inscriptions (modern?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,191,A2.2,12-07-2014,07:50:00,AB,20,25,(2-20%),SE,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,MB,MK,SC,DvA,31,18,33,17,99,,,,SW,,,,,,,,,,,,,,"37.738928
24.051888
46.386772
5
10
0.017054",large dump from excavation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,192,A'3.2,12-07-2014,08:20:00,AB,20,25,(2-20%),SE,"Cereals
Maquis
Olive",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,IvD,CL,ID,DK,94,49,115,6,264,,,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,192,A'3.4,12-07-2014,08:20:00,AB,20,2550,(2-20%),SE,"Maquis
Cereals
Olive",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MKO,AR,SdS,WT,34,15,4,8,61,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,192,A'3.3,12-07-2014,08:35:00,AB,20,5075,(2-20%),E,,,Hill Slope,,,MB,SC,DvA,MK,32,54,127,14,227,,,,NE,,,,,,,,,,,,,,"37.738318
24.051127
32.468201
10
17
0.006478",SC cutting? modern inscriptions on same bedrock,,,,,"37.738408
24.051195
26.606037
5
10
0.010205",x marks the spot SC,,,,,"37.738274
24.051066
27.997189
5
10
0.006827",,door hinges? MB,,,,"37.739402
24.050603
16.366451
5
9
6.595866",,,,mk large bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,193,A'52.1,14-07-2014,07:10:00,AB,20,5075,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Bedrock
Sand",Dry,WT,JvR,MK,AR,21,7,18,11,57,T14.193.1,14-07-2014,KT,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,193,A'52.3,14-07-2014,07:10:00,AB,20,5075,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,DvA,SC,SdW,IvD,89,64,59,101,313,T14.193.3,14-07-2014,KT,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,193,A'52.2,14-07-2014,07:50:00,AB,20,25,(2-20%),SE,"Cereals
Maquis
Olive",,Hill Slope,"Sand
Bedrock
Gravel",Dry,MKO,AR,KT,DvA,14,27,19,43,103,,,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,193,A'52.4,14-07-2014,07:50:00,AB,20,2550,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,Gravel,Dry,WT,IvD,JvR,MH,12,16,32,10,70,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obsidian was found in this macro square ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,194,B'52.3,14-07-2014,08:30:00,AB,20,2550,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,DvA,WT,IvD,AR,3,10,9,10,32,,,,,,,,,,,,,,,,,,"37.740275
24.051009
21.261864
10
18
0.005473", remains of a wall running N running into an orthostate and possibly running further north for about 50 m fotos tm 6834. Hard to say but might end as far as the rock plateau in A52.3,,,,,"37.740261
24.051181
51.820717
5
9
0.004777",Besrock plateaus running through mesosquare 3 and 4, one with possible cuttings,,,,,,,,,,,,,,,DVA's square could hardly be surveyed due to a very large bush covering the whole area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,194,B'52.4,14-07-2014,08:30:00,AB,20,,,,,,,,,MKO,MH,JvR,KT,20,10,14,40,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,194,B'52.1,14-07-2014,09:05:00,AB,20,25,(2-20%),SE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,AR,DvA,WT,IvD,9,5,9,3,26,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,194,B'52.2,14-07-2014,09:05:00,AB,20,2550,(2-20%),E,"Olive
Cereals
Maquis",Wasteland,Plateau,,Dry,KT,MKO,MH,JvR,56,6,18,18,98,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,196,B'53.2,15-07-2014,06:25:00,AB,20,2550,(2-20%),W,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel",Dry,SdS,MH,SC,MK,21,25,10,3,59,,,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,196,B'53.4,15-07-2014,06:25:00,AB,20,2550,(2-20%),E,"Cereals
Maquis
Olive","Wasteland
Horticulture",Hill Slope,"Sand
Gravel",Dry,AR,JvR,ID,MKO,10,0,5,1,16,,,,NW,,,,,,ploughed land in southwestern part of square ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,195,A'53.1,15-07-2014,07:00:00,AB,20,2550,(2-20%),,,,,,,MH,TS,MK,SdS,21,4,8,2,35,,,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,195,A'53.2,15-07-2014,07:00:00,AB,20,2550,(2-20%),,,,,,,SdW,SC,ID,MB,10,3,8,7,28,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,195,A'53.3,15-07-2014,07:33:00,AB,20,2550,(2-20%),,,,,,,JvR,AR,MKO,KT,2,2,1,19,24,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,195,A'53.4,15-07-2014,07:33:00,AB,20,2550,(2-20%),,,,,,,ID,SC,SdS,MK,1,5,17,29,52,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,197,A53.1,15-07-2014,08:10:00,AB,20,2550,(2-20%),,,,,,,SdW,JvR,AR,KT,3,15,3,20,41,,,,SE,,,,,,a cliff divides the mesosquare, running slightly NE through A52.1 into A53.4 and A53.2. pic taken from A53.1 SW corner. nr 6843 - 6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bushes in area. 

a cliff divides the mesosquare, running slightly NE through A52.1 into A53.4 and A53.2. pic taken from A53.1 SW corner. nr 6843 - 6848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,197,A53.3,15-07-2014,08:10:00,AB,20,2550,(2-20%),,,,,,,MB,MKO,TS,MH,10,5,36,14,65,,,,NE,,,,,,Bedrock terraces leading up to a cliff which divides the square in two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bushes in area.

a cliff divides the mesosquare, running slightly NE through A52.1 into A53.4 and A53.2. pic taken from A53.1 SW corner. nr 6843 - 6848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,197,A53.2,15-07-2014,08:40:00,AB,20,2550,(2-20%),,,,,,,JvR,SdS,KT,TS,13,40,26,12,91,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,197,A53.4,15-07-2014,08:40:00,AB,20,2550,(2-20%),,,,,,,MKO,MB,MH,AR,6,25,63,74,168,,,,NE,,,,,SW,cliff running through 2 and 4. taken from S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
